Timestamp,hash-rate
2020-09-14 00:00:00,136485959.17091694
2020-09-15 00:00:00,136485692.07769796
2020-09-16 00:00:00,136608874.1102591
2020-09-17 00:00:00,137347966.30562568
2020-09-18 00:00:00,139811606.95684767
2020-09-19 00:00:00,143137521.83599734
2020-09-20 00:00:00,140550699.15221426
2020-09-21 00:00:00,139904505.85300237
2020-09-22 00:00:00,138113015.65931183
2020-09-23 00:00:00,136590567.767926
2020-09-24 00:00:00,136974413.06759658
2020-09-25 00:00:00,133839259.63432522
2020-09-26 00:00:00,136694669.32218271
2020-09-27 00:00:00,138914905.99167854
2020-09-28 00:00:00,140454294.33070663
2020-09-29 00:00:00,138259695.98178932
2020-09-30 00:00:00,139905644.7434773
2020-10-01 00:00:00,141825918.29877993
2020-10-02 00:00:00,140042807.14028466
2020-10-03 00:00:00,135516448.04564273
2020-10-04 00:00:00,135653610.44245008
2020-10-05 00:00:00,136460935.27785853
2020-10-06 00:00:00,137953248.43701753
2020-10-07 00:00:00,136429165.52396685
2020-10-08 00:00:00,135725586.0109019
2020-10-09 00:00:00,140918695.23724547
2020-10-10 00:00:00,141724961.08085755
2020-10-11 00:00:00,140610835.70341182
2020-10-12 00:00:00,138141088.9005938
2020-10-13 00:00:00,139374491.48006338
2020-10-14 00:00:00,144308101.7979417
2020-10-15 00:00:00,144034012.33583736
2020-10-16 00:00:00,142526520.29426342
2020-10-17 00:00:00,144308101.7979417
2020-10-18 00:00:00,146484944.03742
2020-10-19 00:00:00,144339932.50425604
2020-10-20 00:00:00,141671570.50887832
2020-10-21 00:00:00,139371646.13118595
2020-10-22 00:00:00,137413336.25306413
2020-10-23 00:00:00,136175009.87699616
2020-10-24 00:00:00,133536442.03601244
2020-10-25 00:00:00,133347787.62065117
2020-10-26 00:00:00,132921756.35029766
2020-10-27 00:00:00,130791599.99853005
2020-10-28 00:00:00,124401130.94322728
2020-10-29 00:00:00,120140818.23969209
2020-10-30 00:00:00,116022515.95960808
2020-10-31 00:00:00,113182307.49058463
2020-11-01 00:00:00,107643900.9759889
2020-11-01 23:00:00,108779984.36359827
2020-11-02 23:00:00,106649828.0118307
2020-11-03 23:00:00,110352547.38279955
2020-11-04 23:00:00,115107145.47938491
2020-11-05 23:00:00,117295045.8154022
2020-11-06 23:00:00,119772222.06754531
2020-11-07 23:00:00,121130852.4218935
2020-11-08 23:00:00,119831614.77952184
2020-11-09 23:00:00,128395929.46810688
2020-11-10 23:00:00,128159204.24421586
2020-11-11 23:00:00,126728589.87125717
2020-11-12 23:00:00,128278422.1086291
2020-11-13 23:00:00,126609372.00684394
2020-11-14 23:00:00,126132500.54919104
2020-11-15 23:00:00,127563114.92214973
2020-11-16 23:00:00,124869930.2718024
2020-11-17 23:00:00,126964111.47028211
2020-11-18 23:00:00,130557849.91211651
2020-11-19 23:00:00,128602936.80096653
2020-11-20 23:00:00,133025455.05449386
2020-11-21 23:00:00,137215282.81839436
2020-11-22 23:00:00,141076183.18505356
2020-11-23 23:00:00,140083639.1500492
2020-11-24 23:00:00,137459413.97417852
2020-11-25 23:00:00,135709930.52359807
2020-11-26 23:00:00,137334450.87056562
2020-11-27 23:00:00,135584967.4199852
2020-11-28 23:00:00,133710520.86579187
2020-11-29 23:00:00,131309769.58997233
2020-11-30 23:00:00,128313154.48992197
2020-12-01 23:00:00,131996845.77838098
2020-12-02 23:00:00,130449316.11808947
2020-12-03 23:00:00,133063743.47504078
2020-12-04 23:00:00,133409747.66795133
2020-12-05 23:00:00,133755751.8608619
2020-12-06 23:00:00,132914894.0268178
2020-12-07 23:00:00,137948518.46795624
2020-12-08 23:00:00,136860167.2374398
2020-12-09 23:00:00,137948518.46795624
2020-12-10 23:00:00,134275333.0649633
2020-12-11 23:00:00,133459069.64207602
2020-12-12 23:00:00,131826542.7963014
2020-12-13 23:00:00,134533587.6076592
2020-12-14 23:00:00,133351912.2347565
2020-12-15 23:00:00,132323572.3468349
2020-12-16 23:00:00,132373208.74072978
2020-12-17 23:00:00,131791042.04281822
2020-12-18 23:00:00,133832920.56666505
2020-12-19 23:00:00,136823648.10098043
2020-12-20 23:00:00,135635056.09561113
2020-12-21 23:00:00,134441785.80737993
2020-12-22 23:00:00,134839542.57012364
2020-12-23 23:00:00,136297984.03351733
2020-12-24 23:00:00,135900227.27077362
2020-12-25 23:00:00,134176614.63221745
2020-12-26 23:00:00,131392317.29301135
2020-12-27 23:00:00,130994560.53026763
2020-12-28 23:00:00,134096925.47590564
2020-12-29 23:00:00,135214014.93546137
2020-12-30 23:00:00,137514350.89000154
2020-12-31 23:00:00,142734576.90930304
2021-01-01 23:00:00,143322827.5875208
2021-01-02 23:00:00,145103346.1746451
2021-01-03 23:00:00,146350014.08380803
2021-01-04 23:00:00,148066610.06709146
2021-01-05 23:00:00,148727032.05668598
2021-01-06 23:00:00,149387454.04628053
2021-01-07 23:00:00,149651622.84211832
2021-01-08 23:00:00,149519538.4441994
2021-01-09 23:00:00,148690226.4330313
2021-01-10 23:00:00,151089413.12252635
2021-01-11 23:00:00,150775619.328751
2021-01-12 23:00:00,151697118.4842939
2021-01-13 23:00:00,150562301.2930482
2021-01-14 23:00:00,149884529.1685858
2021-01-15 23:00:00,153019188.2256804
2021-01-16 23:00:00,155416162.87700748
2021-01-17 23:00:00,151611247.40167585
2021-01-18 23:00:00,150294161.2755995
2021-01-19 23:00:00,150440504.17849687
2021-01-20 23:00:00,148830732.24662578
2021-01-21 23:00:00,146196559.99447313
2021-01-22 23:00:00,144294102.2568073
2021-01-23 23:00:00,145607574.27831858
2021-01-24 23:00:00,146698957.53407052
2021-01-25 23:00:00,146182103.57621297
2021-01-26 23:00:00,148185308.05110514
2021-01-27 23:00:00,148549580.94715512
2021-01-28 23:00:00,151113601.54145056
2021-01-29 23:00:00,152810307.74619323
2021-01-30 23:00:00,150095785.47639364
2021-01-31 23:00:00,150835173.58218867
2021-02-01 23:00:00,147877621.1590085
2021-02-02 23:00:00,146546722.56857744
2021-02-03 23:00:00,147729743.5378495
2021-02-04 23:00:00,149947907.85523462
2021-02-05 23:00:00,152461827.41493776
2021-02-06 23:00:00,156496366.00919226
2021-02-07 23:00:00,158947631.13423175
2021-02-08 23:00:00,165861253.1121619
2021-02-09 23:00:00,165150693.72026795
2021-02-10 23:00:00,164735889.570692
2021-02-11 23:00:00,160711290.00435212
2021-02-12 23:00:00,157334595.3952426
2021-02-13 23:00:00,157086558.55281204
2021-02-14 23:00:00,156021048.9502251
2021-02-15 23:00:00,154346676.71758857
2021-02-16 23:00:00,150997932.25231546
2021-02-17 23:00:00,150236853.9647534
2021-02-18 23:00:00,151454579.2248527
2021-02-19 23:00:00,153151584.7444055
2021-02-20 23:00:00,151777617.95629358
2021-02-21 23:00:00,150850010.2830297
2021-02-22 23:00:00,148383785.46233895
2021-02-23 23:00:00,149558390.9927191
2021-02-24 23:00:00,153082073.6749964
2021-02-25 23:00:00,156295152.32763532
2021-02-26 23:00:00,154427502.27930504
2021-02-27 23:00:00,156124507.79885787
2021-02-28 23:00:00,154581775.50835532
2021-03-01 23:00:00,154118955.82120457
2021-03-02 23:00:00,156587327.48600864
2021-03-03 23:00:00,155507414.88265684
2021-03-04 23:00:00,151187764.4692497
2021-03-05 23:00:00,152730496.75975224
2021-03-06 23:00:00,151688789.94012302
2021-03-07 23:00:00,153716875.77834654
2021-03-08 23:00:00,157270062.99352622
2021-03-09 23:00:00,156532984.65120938
2021-03-10 23:00:00,155778275.3953462
2021-03-11 23:00:00,156136781.57953355
2021-03-12 23:00:00,155997206.24947733
2021-03-13 23:00:00,154598952.2360548
2021-03-15 00:00:00,156274408.8612731
2021-03-16 00:00:00,155208209.1906796
2021-03-17 00:00:00,156579037.33858553
2021-03-18 00:00:00,154598952.23605475
2021-03-19 00:00:00,157645237.00917903
2021-03-20 00:00:00,157420617.69129148
2021-03-21 00:00:00,159552422.85545164
2021-03-22 00:00:00,159862383.76013917
2021-03-23 00:00:00,160766785.1084469
2021-03-24 00:00:00,163071647.62666973
2021-03-25 00:00:00,165959097.37970915
2021-03-26 00:00:00,166720074.39596343
2021-03-27 00:00:00,165215303.4719893
2021-03-28 00:00:00,165991691.17627496
2021-03-29 00:00:00,166457523.79884633
2021-03-30 00:00:00,166457523.79884633
2021-03-31 00:00:00,164128360.68598935
2021-04-01 00:00:00,164904748.390275
2021-04-02 00:00:00,163507250.5225608
2021-04-03 00:00:00,165320614.4493433
2021-04-04 00:00:00,162156064.8432176
2021-04-05 00:00:00,161456161.73214823
2021-04-06 00:00:00,163641576.61130682
2021-04-07 00:00:00,164631661.99870595
2021-04-08 00:00:00,166049721.39905882
2021-04-09 00:00:00,165551986.66394424
2021-04-10 00:00:00,167595961.6638289
2021-04-11 00:00:00,171868015.58859318
2021-04-12 00:00:00,171703705.8222561
2021-04-13 00:00:00,169731988.62621102
2021-04-14 00:00:00,169403369.09353685
